locusLinkId,name,Product,chrom,txStart,txEnd,Ref_Seq
170829,Tram2,translocating chain-associating membrane protein,chr1,21226340,21304169,NM_177409
75712,Tmem14a,transmembrane protein 14A,chr1,21442755,21454143,NM_029398
14859,Gsta3,"glutathione S-transferase, alpha 3",chr1,21473730,21489190,NM_010356
368204,Ndg1,Nur77 downstream gene 1,chr1,21572280,21574567,NM_183322
433278,BC099381,hypothetical protein LOC433278,chr1,21595038,21596450,NM_001033904
226922,Kcnq5,"potassium voltage-gated channel, subfamily Q,",chr1,21628872,22188289,NM_023872
116837,Rims1,regulating synaptic membrane exocytosis 1,chr1,22518105,23052165,NM_183018
116837,Rims1,regulating synaptic membrane exocytosis 1,chr1,22518105,23052165,NM_053270
116837,Rims1,regulating synaptic membrane exocytosis 1,chr1,22518105,23052165,NM_001012624
116837,Rims1,regulating synaptic membrane exocytosis 1,chr1,22518105,23052165,NM_001012625
116837,Rims1,regulating synaptic membrane exocytosis 1,chr1,22518105,23052165,NM_001012623
280645,B3gat2,"beta-1,3-glucuronyltransferase 2",chr1,24007070,24093001,NM_172124
98366,Smap1,stromal membrane-associated protein 1 isoform 2,chr1,24090772,24166946,NM_028534
68002,1110058L19Rik,hypothetical protein LOC68002,chr1,24240602,24250297,NM_026503
68187,4921533L14Rik,hypothetical protein LOC68187,chr1,24256339,24331231,NM_026604
12839,Col9a1,"procollagen, type IX, alpha 1",chr1,24422356,24497002,NM_007740
12823,Col19a1,"procollagen, type XIX, alpha 1",chr1,24508650,24832569,NM_007733
68421,Lmbrd1,liver regeneration p-53 related protein,chr1,24831774,25014115,NM_026719
210933,Bai3,brain-specific angiogenesis inhibitor 3,chr1,25316332,26078481,NM_175642
19243,Ptp4a1,protein tyrosine phosphatase 4a1,chr1,31213857,31222011,NM_011200
70988,4931428L18Rik,hypothetical protein LOC70988,chr1,31413343,31494877,NM_027637
266744,Gluld1,glutamate-ammonia ligase (glutamine synthase),chr1,31448700,31476990,NM_153601
74708,4930521A18Rik,hypothetical protein LOC74708,chr1,31495104,31496553,NM_029062
170771,Khdrbs2,"KH domain-containing, RNA-binding, signal",chr1,32445071,32930006,NM_133235
19076,Prim2,"DNA primase, p58 subunit",chr1,33722760,33938708,NM_008922
67503,1700001G17Rik,hypothetical protein LOC67503,chr1,33938773,33939654,NM_026204
19335,Rab23,"RAB23, member RAS oncogene family",chr1,33988845,34010447,NM_008999
213539,Bag2,Bcl2-associated athanogene 2,chr1,34014433,34026698,NM_145392
98403,Zfp451,zinc finger protein 451,chr1,34030702,34083137,NM_133817
320705,B230209C24Rik,hypothetical protein LOC320705,chr1,34121168,34176735,NM_177235
13518,Dst,dystonin isoform b,chr1,34280938,34576740,NM_134448
13518,Dst,dystonin isoform a,chr1,34280938,34577762,NM_133833
13518,Dst,dystonin isoform e,chr1,34429443,34452167,NM_010081
69668,2310061I09Rik,hypothetical protein LOC69668,chr1,34706179,34709176,NM_027159
27993,Imp4,U3 snoRNP protein 4 homolog,chr1,34709403,34715251,NM_178601
19253,Ptpn18,"protein tyrosine phosphatase, non-receptor type",chr1,34729261,34743281,NM_011206
21755,Tesp1,testicular serine protease 1,chr1,34767933,34772566,NM_009355
12627,Cfc1,"cripto, FRL-1, cryptic family 1",chr1,34805151,34813815,NM_007685
21756,Tesp2,testicular serine protease 2,chr1,34821844,34830424,NM_009356
211383,9430069J07Rik,hypothetical protein LOC211383,chr1,34849230,34860441,NM_213727
241052,C230030N03Rik,hypothetical protein LOC241052,chr1,34947530,34993644,NM_172847
226970,9330140K16Rik,Rho guanine nucleotide exchange factor 4,chr1,35071064,35082096,NM_183019
214469,BC043098,hypothetical protein LOC214469,chr1,35082569,35112317,NM_174997
226971,Plekhb2,"pleckstrin homology domain containing, family B",chr1,35119341,35148911,NM_145516
50785,Hs6st1,heparan sulfate 6-O-sulfotransferase 1,chr1,36359851,36397843,NM_015818
320011,Ugcgl1,UDP-glucose ceramide glucosyltransferase-like 1,chr1,36434886,36535647,NM_198899
214854,Lincr,lung-inducible neuralized-related C3HC4 RING,chr1,36556001,36564823,NM_153408
214855,Arid5a,modulator recognition factor I,chr1,36602348,36617570,NM_145996
226976,4632411B12Rik,hypothetical protein LOC226976,chr1,36630324,36663776,NM_172652
214895,Lman2l,"lectin, mannose-binding 2-like",chr1,36717777,36739830,NM_001013374
94220,Cnnm4,cyclin M4,chr1,36766575,36801541,NM_033570
94218,Cnnm3,cyclin M3,chr1,36807398,36820273,NM_053186
78321,Ankrd23,diabetes related ankyrin repeat protein,chr1,36825127,36830321,NM_153502
109346,Ankrd39,ankyrin repeat domain 39,chr1,36832764,36841793,NM_026241
381337,BC050210,hypothetical protein LOC381337,chr1,36894563,36977678,NM_201365
12859,Cox5b,"cytochrome c oxidase, subunit Vb",chr1,36986129,36987977,NM_009942
226977,Actr1b,ARP1 actin-related protein 1 homolog B,chr1,36993794,37004517,NM_146107
22637,Zap70,zeta-chain (TCR) associated protein kinase,chr1,37056452,37077408,NM_009539
56030,D1Bwg0491e,RW1 protein,chr1,37086785,37233779,NM_018872
215413,A230074B11Rik,hypothetical protein LOC215413,chr1,37323907,37371587,NM_177334
70853,4921511C04Rik,hypothetical protein LOC70853,chr1,37448435,37482195,NM_027580
12790,Cnga3,cyclic nucleotide gated channel alpha 3,chr1,37513599,37558033,NM_009918
269180,Inpp4a,"inositol polyphosphate-4-phosphatase, type I",chr1,37652393,37702733,NM_030266
269180,Inpp4a,"inositol polyphosphate-4-phosphatase, type I",chr1,37663691,37698909,NM_172971
76178,6330578E17Rik,hypothetical protein LOC76178,chr1,37711567,37713526,NM_198006
67387,Unc50,UNC50,chr1,37724660,37733459,NM_026123
269181,Mgat4a,"mannoside acetylglucosaminyltransferase 4,",chr1,37739036,37830607,NM_173870
211484,Tsga10,testis specific 10,chr1,38049250,38159554,NM_207228
107734,Mrpl30,mitochondrial ribosomal protein L30,chr1,38185027,38192808,NM_027098
98258,Txndc9,ATP binding protein associated with cell,chr1,38279664,38291680,NM_172054
56210,Rev1l,REV1-like,chr1,38347261,38424137,NM_019570
16764,Aff3,"AF4/FMR2 family, member 3",chr1,38473718,38922679,NM_010678
381338,Lonrf2,hypothetical protein LOC381338,chr1,39091426,39118133,NM_001029878
98388,Chst10,carbohydrate sulfotransferase 10,chr1,39160792,39195078,NM_145142
433292,Nms,neuromedin S,chr1,39236066,39247194,NM_001011684
68833,Pdcl3,phosducin-like 3,chr1,39284731,39294154,NM_026850
18143,Npas2,neuronal PAS domain protein 2,chr1,39491129,39659104,NM_008719
114641,Rpl31,ribosomal protein L31,chr1,39664836,39668825,NM_053257
54610,Tbc1d8,"TBC1 domain family, member 8",chr1,39668417,39775653,NM_018775
52846,D1Bwg0212e,hypothetical protein LOC52846,chr1,39832719,39843793,NM_028043
67702,Rnf149,ring finger protein 149,chr1,39848218,39874323,NM_001033135
263764,Creg2,cellular repressor of E1A-stimulated genes 2,chr1,39915323,39948100,NM_170597
26921,Map4k4,mitogen-activated protein kinase kinase kinase,chr1,40195342,40319093,NM_008696
16178,Il1r2,"interleukin 1 receptor, type II",chr1,40379307,40419908,NM_010555
16177,Il1r1,"interleukin 1 receptor, type I",chr1,40519764,40611643,NM_008362
107527,Il1rl2,interleukin 1 receptor-like 2,chr1,40620098,40637949,NM_133193
17082,Il1rl1,interleukin 1 receptor-like 1 isoform b,chr1,40734645,40744185,NM_010743
17082,Il1rl1,interleukin 1 receptor-like 1 isoform a,chr1,40735591,40761505,NM_001025602
16182,Il18r1,interleukin 18 receptor 1,chr1,40762098,40796764,NM_008365
16174,Il18rap,interleukin 18 receptor accessory protein,chr1,40811292,40845228,NM_010553
110895,Slc9a4,solute carrier family 9 (sodium/hydrogen,chr1,40876133,40925584,NM_177084
226999,Slc9a2,solute carrier family 9 (sodium/hydrogen,chr1,40977643,41065998,NM_001033289
211798,4931419K03Rik,hypothetical protein LOC211798,chr1,41069152,41088662,NM_172499
66297,2610017I09Rik,hypothetical protein LOC66297,chr1,42942917,42989542,NM_183252
18993,Pou3f3,"POU domain, class 3, transcription factor 3",chr1,42991862,42993355,NM_008900
69527,Mrps9,mitochondrial ribosomal protein S9,chr1,43146004,43200399,NM_023514
93690,Gpr45,G protein-coupled receptor 45,chr1,43247681,43330168,NM_053107
73122,Tgfbrap1,TGF beta receptor associated protein -1,chr1,43341987,43393340,NM_001013025
98404,AI597479,hypothetical protein LOC98404,chr1,43393427,43410662,NM_133818
14200,Fhl2,four and a half LIM domains 2,chr1,43417794,43458568,NM_010212
17974,Nck2,non-catalytic region of tyrosine kinase adaptor,chr1,43740468,43865230,NM_010879
78896,1500015O10Rik,esophageal cancer related gene 4 protein,chr1,44025411,44037260,NM_024283
67883,Uxs1,UDP-glucuronate decarboxylase 1,chr1,44044006,44123566,NM_026430
22019,Tpp2,tripeptidyl peptidase II,chr1,44229826,44298791,NM_009418
72050,Kdelc1,KDEL (Lys-Asp-Glu-Leu) containing 1,chr1,44402365,44414593,NM_023645
246229,Bivm,"basic, immunoglobulin-like variable motif",chr1,44415826,44440590,NM_144558
22592,Ercc5,excision repair cross-complementing rodent,chr1,44443666,44477080,NM_011729
403183,4832428D23Rik,RIKEN cDNA 4832428D23,chr1,44499891,44514751,NM_207281
70676,Gulp1,PTB domain adaptor protein CED-6 isoform 1,chr1,44850896,45094974,NM_027506
70676,Gulp1,PTB domain adaptor protein CED-6 isoform 2,chr1,44995293,45102276,NM_028450
12825,Col3a1,"procollagen, type III, alpha 1",chr1,45615394,45652803,NM_009930
12832,Col5a2,"procollagen, type V, alpha 2",chr1,45679870,45806699,NM_007737
53945,Slc40a1,solute carrier family 40 (iron-regulated,chr1,46211868,46229318,NM_016917
212225,4930509O22,hypothetical protein LOC212225,chr1,46323856,46334254,NM_172504
227059,Slc39a10,"solute carrier family 39 (zinc transporter),",chr1,47099555,47145521,NM_172653
442837,C230029F24Rik,hypothetical protein LOC442837,chr1,49543486,49639302,NM_001002792
56363,Tmeff2,transmembrane protein with EGF-like and two,chr1,51228467,51488215,NM_019790
20324,Sdpr,serum deprivation response,chr1,51590070,51603904,NM_138741
109019,5830411E10Rik,hypothetical protein LOC109019,chr1,51769634,51779344,NM_028696
17912,Myo1b,myosin IB,chr1,52050933,52208259,NM_010863
20849,Stat4,signal transducer and activator of transcription,chr1,52309188,52408126,NM_011487
20846,Stat1,signal transducer and activator of transcription,chr1,52420399,52461906,NM_009283
17936,Nab1,Ngfi-A binding protein 1,chr1,52758847,52802136,NM_008667
227094,5330401P04Rik,hypothetical protein LOC227094,chr1,52934448,52954338,NM_172654
98682,2210010L05Rik,hypothetical protein LOC98682 isoform 1,chr1,52961158,53012862,NM_133829
98682,2210010L05Rik,hypothetical protein LOC98682 isoform 2,chr1,52963687,53031020,NM_178081
16329,Inpp1,inositol polyphosphate-1-phosphatase,chr1,53092270,53120386,NM_008384
227095,Hibch,3-hydroxyisobutyryl-Coenzyme A hydrolase,chr1,53147894,53223709,NM_146108
67080,1700019D03Rik,hypothetical protein LOC67080,chr1,53227975,53255689,NM_144953
17700,Gdf8,growth differentiation factor 8,chr1,53364511,53370928,NM_010834
227099,Pms1,postmeiotic segregation increased 1,chr1,53492039,53604511,NM_153556
227102,Ormdl1,ORM1-like 1,chr1,53604627,53617753,NM_145517
72085,Osgepl1,O-sialoglycoprotein endopeptidase-like 1,chr1,53621177,53631579,NM_028091
70396,2210409M21Rik,hypothetical protein LOC70396 isoform 1,chr1,53652158,53660214,NM_133728
98267,Stk17b,serine/threonine kinase 17b,chr1,54063028,54092669,NM_133810
329152,Hecw2,"HECT, C2 and WW domain containing E3 ubiquitin",chr1,54120863,54347183,NM_001001883
329152,Hecw2,"HECT, C2 and WW domain containing E3 ubiquitin",chr1,54238213,54501725,NM_172655
217869,Eif5,eukaryotic translation initiation factor 5,chr1,54351106,54352544,NM_173363
78016,4930511H11Rik,hypothetical protein LOC78016,chr1,54557373,54675418,NM_030025
98488,AL022818,hypothetical protein LOC98488,chr1,54704271,54745662,NM_001033194
81898,Sf3b1,"splicing factor 3b, subunit 1",chr1,55286605,55329103,NM_031179
67876,1500041J02Rik,hypothetical protein LOC67876,chr1,55354394,55373109,NM_026424
15510,Hspd1,heat shock protein 1 (chaperonin),chr1,55378992,55389005,NM_010477
15528,Hspe1,heat shock protein 1 (chaperonin 10),chr1,55389478,55392466,NM_008303
19070,Prei3,preimplantation protein 3,chr1,55432452,55455245,NM_025283
212679,Mars2,mitochondrial methionyl-tRNA synthetase,chr1,55538380,55540280,NM_175439
75388,Boll,"bol, boule-like",chr1,55647416,55664629,NM_029267
71066,Hsfy2,"heat shock transcription factor, Y-linked",chr1,56938505,56939894,NM_027661
212712,Satb2,two cut domains-containing homeodomain protein,chr1,57097853,57272171,NM_139146
67198,2810022L02Rik,hypothetical protein LOC67198,chr1,58079733,58253200,NM_144882
51960,6530404F10Rik,hypothetical protein LOC51960,chr1,58264859,58274858,NM_030211
68549,Sgol2,tripin,chr1,58300871,58330703,NM_199007
11761,Aox1,aldehyde oxidase 1,chr1,58334809,58411216,NM_009676
71724,Aox3,aldehyde oxidase structural homolog 2,chr1,58417941,58505251,NM_023617
71872,Aox4,aldehyde oxidase structural homolog 2,chr1,58515275,58573400,NM_023631
213043,Aox3l1,aldehyde oxidase 3-like 1,chr1,58583134,58684699,NM_001008419
66882,Bzw1,basic leucine zipper and W2 domains 1,chr1,58698537,58711304,NM_025824
12747,Clk1,CDC-like kinase 1,chr1,58716756,58728766,NM_009905
70225,Ppil3,peptidylprolyl isomerase-like 3 isoform 1,chr1,58735867,58750357,NM_027351
70225,Ppil3,peptidylprolyl isomerase-like 3 isoform 2,chr1,58738657,58750126,NM_027374
65102,Nif3l1,Ngg1 interacting factor 3-like 1,chr1,58752503,58767137,NM_022988
18393,Orc2l,"origin recognition complex, subunit 2-like",chr1,58767641,58809790,NM_008765
18393,Orc2l,"origin recognition complex, subunit 2-like",chr1,58769074,58806287,NM_001025378
213056,BC049806,hypothetical protein LOC213056,chr1,58832125,58891112,NM_172513
66495,Ndufb3,NADH dehydrogenase (ubiquinone) 1 beta,chr1,58891469,58900819,NM_025597
108812,Als2cr12,amyotrophic lateral sclerosis 2 (juvenile),chr1,58962991,59000826,NM_175370
12633,Cflar,CASP8 and FADD-like apoptosis regulator isoform,chr1,59018187,59060025,NM_207653
12633,Cflar,CASP8 and FADD-like apoptosis regulator isoform,chr1,59031233,59038097,NM_009805
12370,Casp8,caspase 8,chr1,59100364,59151884,NM_009812
70827,Als2cr3,amyotrophic lateral sclerosis 2 (juvenile),chr1,59205320,59251369,NM_172406
227154,Als2cr2,amyotrophic lateral sclerosis 2 (juvenile),chr1,59278523,59300655,NM_172656
227154,Als2cr2,amyotrophic lateral sclerosis 2 (juvenile),chr1,59278727,59300059,NM_173155
73463,Als2cr11,amyotrophic lateral sclerosis 2 (juvenile),chr1,59355445,59399840,NM_175200
227157,Mpp4,"membrane protein, palmitoylated 4",chr1,59425875,59463788,NM_145143
74018,Als2,alsin,chr1,59468051,59542337,NM_028717
14369,Fzd7,frizzled 7,chr1,59785717,59790486,NM_008057
22218,Sumo1,SMT3 suppressor of mif two 3 homolog 1,chr1,59942981,59974348,NM_009460
55989,Nol5,nucleolar protein 5,chr1,59988637,60015047,NM_018868
12168,Bmpr2,"bone morphogenic protein receptor, type II",chr1,60068175,60174400,NM_007561
72750,Als2cr13,amyotrophic lateral sclerosis 2 (juvenile),chr1,60217249,60288662,NM_001003946
70375,Als2cr15,Ica69-related protein,chr1,60292385,60346403,NM_027407
57750,Wdr12,WD repeat domain 12,chr1,60380184,60401194,NM_021312
241066,Carf,calcium response factor,chr1,60401596,60454353,NM_139150
77951,Cyp20a1,"cytochrome P450, family 20, subfamily A,",chr1,60646662,60690677,NM_030013
329165,Abi2,abl-interactor 2,chr1,60713087,60784447,NM_198127
12487,Cd28,CD28 antigen,chr1,61049757,61076649,NM_007642
12477,Ctla4,cytotoxic T-lymphocyte-associated protein 4,chr1,61212314,61219120,NM_009843
54167,Icos,inducible T-cell co-stimulator precursor,chr1,61281216,61302409,NM_017480
18187,Nrp2,neuropilin 2,chr1,62996723,63108907,NM_010939
227197,Ndufs1,NADH dehydrogenase (ubiquinone) Fe-S protein 1,chr1,63436621,63469728,NM_145518
55949,Eef1b2,eukaryotic translation elongation factor 1 beta,chr1,63470149,63472671,NM_018796
241070,Gpr1,G protein-coupled receptor 1,chr1,63475714,63507228,NM_146250
23792,Adam23,a disintegrin and metallopeptidase domain 23,chr1,63738922,63889533,NM_011780
76668,Mdh1b,"malate dehydrogenase 1B, NAD (soluble)",chr1,63991845,64023337,NM_029696
75619,2810421I24Rik,hypothetical protein LOC75619,chr1,64023669,64046404,NM_172422
93691,Klf7,Kruppel-like factor 7 (ubiquitous),chr1,64328694,64414408,NM_033563
12912,Creb1,cAMP responsive element binding protein 1,chr1,64826888,64898632,NM_009952
12912,Creb1,cAMP responsive element binding protein 1,chr1,64826888,64898632,NM_133828
67099,2310038H17Rik,hypothetical protein LOC67099,chr1,64900564,64911253,NM_025964
14367,Fzd5,frizzled 5,chr1,65028497,65031835,NM_022721
241075,9430067K14Rik,hypothetical protein LOC241075,chr1,65080068,65251148,NM_175509
70861,4921521F21Rik,hypothetical protein LOC70861,chr1,65307636,65327575,NM_027582
12968,Cryge,"crystallin, gamma E",chr1,65343345,65345801,NM_007777
12967,Crygd,"crystallin, gamma D",chr1,65356419,65357986,NM_007776
12966,Crygc,"crystallin, gamma C",chr1,65366176,65376713,NM_007775
12965,Crygb,"crystallin, gamma B",chr1,65374781,65376821,NM_144761
12964,Cryga,"crystallin, gamma A",chr1,65395163,65397954,NM_007774
98303,D630023F18Rik,hypothetical protein LOC98303,chr1,65401903,65417918,NM_175293
15926,Idh1,"isocitrate dehydrogenase 1 (NADP+), soluble",chr1,65452617,65473275,NM_010497
18711,Pip5k3,1-phosphatidylinositol-4-phosphate 5-kinase,chr1,65480863,65568017,NM_011086
213527,Pthr2,parathyroid hormone receptor 2,chr1,65605937,65682794,NM_139270
12969,Crygf,"crystallin, gamma F",chr1,66219726,66221509,NM_027010
241076,C030018G13Rik,RIKEN cDNA C030018G13,chr1,66760478,66797009,NM_175510
66646,Rpe,ribulose-5-phosphate-3-epimerase,chr1,66993273,67012186,NM_025683
68691,1110028C15Rik,hypothetical protein LOC68691,chr1,67084120,67109330,NM_001033526
11363,Acadl,"acetyl-Coenzyme A dehydrogenase, long-chain",chr1,67123233,67155564,NM_007381
22275,Urod,uroporphyrinogen decarboxylase,chr1,67134025,67137552,NM_009478
17901,Myl1,"myosin, light polypeptide 1",chr1,67216594,67237329,NM_021285
14768,Lancl1,LanC (bacterial lantibiotic synthetase component,chr1,67292814,67331162,NM_021295
22779,Zfpn1a2,"zinc finger protein, subfamily 1A, 2 (Helios)",chr1,69831529,69979961,NM_011770
66722,Spag16,sperm associated antigen 16 isoform 1,chr1,70121867,71020027,NM_029160
66722,Spag16,sperm associated antigen 16 isoform 2,chr1,70246510,71020025,NM_025728
320460,A830006F12Rik,hypothetical protein LOC320460,chr1,71020610,71180292,NM_177164
12021,Bard1,BRCA1 associated RING domain 1,chr1,71325262,71397813,NM_007525
74591,4833417A11Rik,hypothetical protein LOC74591,chr1,71607375,71711026,NM_175210
108147,Atic,5-aminoimidazole-4-carboxamide ribonucleotide,chr1,71853291,71875522,NM_026195
14268,Fn1,fibronectin 1,chr1,71881640,71949289,NM_010233
381269,Wdt2,whn-dependent transcript 2,chr1,72455563,72508425,NM_001005423
111175,Pecr,peroxisomal trans 2-enoyl CoA reductase,chr1,72555295,72582009,NM_023523
271711,A830020B06Rik,hypothetical protein LOC271711,chr1,72582077,72600702,NM_175564
22596,Xrcc5,X-ray repair complementing defective repair in,chr1,72605227,72696612,NM_009533
54380,Smarcal1,"Swi/SNF related matrix associated, actin",chr1,72884934,72934794,NM_018817
319695,4932422E22Rik,hypothetical protein LOC319695,chr1,72944644,73002246,NM_176980
19981,Rpl37a,ribosomal protein L37a,chr1,73012971,73015367,NM_009084
16008,Igfbp2,insulin-like growth factor binding protein 2,chr1,73126184,73154146,NM_008342
16011,Igfbp5,insulin-like growth factor binding protein 5,chr1,73159747,73176548,NM_010518
21958,Tnp1,transition protein 1,chr1,73316694,73317490,NM_009407
12765,Il8rb,interleukin 8 receptor beta,chr1,74459051,74466269,NM_009909
227288,Il8ra,"interleukin 8 receptor, alpha",chr1,74494755,74496203,NM_178241
227289,Gpbar1,G protein-coupled bile acid receptor 1,chr1,74581067,74582057,NM_174985
227290,Aamp,angio-associated migratory protein,chr1,74582314,74587134,NM_146110
56695,Brp17,brain protein 17 isoform 2,chr1,74587397,74589915,NM_025580
69660,Tmbim1,transmembrane BAX inhibitor motif containing 1,chr1,74590721,74606628,NM_027154
56695,Brp17,brain protein 17 isoform 1,chr1,74635077,74656152,NM_019999
18173,Slc11a1,solute carrier family 11 (proton-coupled,chr1,74677696,74688520,NM_013612
227292,Ctdsp1,"CTD (carboxy-terminal domain, RNA polymerase II,",chr1,74694066,74699745,NM_153088
22349,Vil1,villin 1,chr1,74711873,74737982,NM_009509
319651,Usp37,ubiquitin specific protease 37,chr1,74741579,74846754,NM_176972
58184,Rqcd1,rcd1 (required for cell differentiation) homolog,chr1,74808525,74833309,NM_021383
18802,Plcd4,"phospholipase C, delta 4",chr1,74847003,74868444,NM_148937
66821,Bcs1l,BCS1-like,chr1,74890828,74894909,NM_025784
57751,Rnf25,ring finger protein 25,chr1,74896220,74903845,NM_021313
269209,Stk36,serine/threonine kinase 36,chr1,74903922,74939359,NM_175031
67534,Ttll4,"tubulin tyrosine ligase-like family, member 4",chr1,74964241,75000458,NM_001014974
104086,Cyp27a1,"cytochrome P450, family 27, subfamily a,",chr1,75015769,75040225,NM_024264
241113,Prkag3,"protein kinase, AMP-activated, gamma 3",chr1,75042974,75050309,NM_153745
241113,Prkag3,"protein kinase, AMP-activated, gamma 3",chr1,75042974,75050594,NM_153744
22420,Wnt6,wingless-related MMTV integration site 6,chr1,75075887,75089035,NM_009526
22409,Wnt10a,wingless related MMTV integration site 10a,chr1,75095603,75108383,NM_009518
12570,Cdk5r2,"cyclin-dependent kinase 5, regulatory subunit 2",chr1,75159307,75160417,NM_009872
260298,Fev,FEV (ETS oncogene family),chr1,75185718,75189629,NM_153111
12958,Cryba2,"crystallin, beta A2",chr1,75194153,75197345,NM_021541
241116,B230363K08Rik,hypothetical protein LOC241116,chr1,75226512,75239804,NM_172848
16147,Ihh,Indian hedgehog,chr1,75249527,75255861,NM_010544
75570,1700029B21Rik,hypothetical protein LOC75570,chr1,75271350,75413410,NM_029342
22626,Slc23a3,solute carrier family 23 (nucleobase,chr1,75413753,75422100,NM_194333
69171,1810031K17Rik,hypothetical protein LOC69171,chr1,75423424,75430580,NM_026977
227298,BC038286,hypothetical protein LOC227298,chr1,75430997,75436117,NM_170755
68818,Zfand2b,"zinc finger, AN1 type domain 2B",chr1,75456524,75459404,NM_026846
74104,Abcb6,"ATP-binding cassette, sub-family B (MDR/TAP),",chr1,75459427,75468060,NM_023732
